Employee_ID,Age,Gender,Country,Industry,Work_Mode,Work_Hours_Per_Week,Stress_Level,Sleep_Hours,Productivity_Score,Physical_Activity_Hours,Mental_Health_Support_Access,Burnout_Risk
EMP_0512,46,Male,Germany,Healthcare,On-site,52,10,6.785129468738624,87,5.702379645770481,Yes,High
EMP_0513,25,Non-binary,Singapore,Education,Hybrid,31,1,7.106920920044652,84,3.6599640828993585,No,Low
EMP_0514,57,Male,Singapore,Manufacturing,On-site,56,4,8.451393392373735,47,8.291951410159383,Yes,Medium
EMP_0515,27,Female,Canada,Manufacturing,Remote,64,7,7.843270807925547,87,3.9983245935020504,No,Low
EMP_0516,52,Female,USA,Tech,Hybrid,31,1,7.421262977145615,61,0.3404450620026467,No,Low
EMP_0517,40,Non-binary,Germany,Finance,On-site,50,4,4.619203980223655,79,8.210722230570187,Yes,High
EMP_0518,48,Female,Australia,Healthcare,Hybrid,34,7,6.9453977735436565,59,5.458594010197623,Yes,Low
EMP_0519,31,Male,USA,Tech,On-site,50,10,6.058389534915399,71,3.381435382241962,No,High
EMP_0520,47,Female,Brazil,Finance,Remote,58,4,7.853254365276836,51,2.5089237635385118,No,Low
EMP_0521,40,Non-binary,Singapore,Education,On-site,49,5,8.189149824442794,71,5.937974594154256,No,Medium
EMP_0522,24,Female,Canada,Manufacturing,Hybrid,49,2,6.637562772660684,84,2.0804954822510013,Yes,Low
EMP_0523,34,Female,Japan,Retail,Hybrid,54,3,6.199550229053576,93,3.238508865570032,No,Low
EMP_0524,49,Female,Singapore,Healthcare,Hybrid,31,2,8.867560954619119,83,6.365303094139836,Yes,Low
EMP_0525,41,Non-binary,France,Retail,Hybrid,61,6,6.276222919583567,41,8.81544450405932,Yes,High
EMP_0526,49,Female,India,Manufacturing,Remote,55,6,5.566554991556497,91,5.328903283915988,Yes,Low
EMP_0527,29,Female,Japan,Retail,On-site,35,8,6.000794616377267,79,7.591063982990925,No,High
EMP_0528,22,Male,Canada,Education,Remote,32,1,6.334000734262948,79,7.630606037630418,Yes,Low
EMP_0529,24,Non-binary,Australia,Finance,Remote,62,8,5.9663643364605425,52,6.643539526593868,No,High
EMP_0530,34,Female,Japan,Education,Remote,30,1,8.014469659933686,100,2.458383376805177,Yes,Low
EMP_0531,49,Non-binary,France,Retail,Hybrid,34,1,4.3625038653111865,43,8.667885981502419,No,Low
EMP_0532,46,Female,USA,Education,Hybrid,42,5,5.940927506265365,89,4.362756556395665,No,Low
EMP_0533,54,Female,Australia,Manufacturing,Hybrid,48,10,6.943003065454164,40,0.4421074393570057,Yes,High
EMP_0534,59,Female,Singapore,Healthcare,On-site,41,1,7.252295464002752,65,2.4461267006952516,No,Low
EMP_0535,27,Male,Australia,Education,Hybrid,54,9,9.0302018050295,76,7.655483540993158,Yes,High
EMP_0536,53,Male,Germany,Manufacturing,On-site,64,8,8.854285255316423,55,0.6913333581748937,Yes,High
EMP_0537,42,Male,France,Healthcare,Hybrid,41,6,5.07911541286655,73,1.473644021549112,Yes,Medium
EMP_0538,37,Non-binary,Japan,Finance,Hybrid,59,10,4.710342471316505,69,6.942268160417044,Yes,High
EMP_0539,42,Non-binary,Germany,Retail,Remote,34,4,7.029965514845199,68,8.926007897275404,Yes,High
EMP_0540,32,Male,Australia,Finance,Remote,63,6,6.192177716244294,65,6.337320050576368,Yes,High
EMP_0541,58,Non-binary,Germany,Tech,Remote,51,3,5.569568389620177,75,2.222910538295546,Yes,Low
EMP_0542,57,Female,UK,Manufacturing,On-site,42,8,7.019345076952785,82,0.5341376324954861,No,High
EMP_0543,56,Female,France,Healthcare,On-site,32,6,7.276836782001322,76,6.151265825503117,Yes,Low
EMP_0544,40,Female,Brazil,Education,Hybrid,49,10,5.993237872426987,52,0.47398577931163977,Yes,High
EMP_0545,41,Male,USA,Finance,On-site,60,10,6.251098305955007,41,6.12722051941757,No,High
EMP_0546,39,Non-binary,Australia,Healthcare,Hybrid,34,1,6.08555016713482,59,2.2557994416109506,No,Low
EMP_0547,35,Male,France,Manufacturing,On-site,53,10,6.506210510534464,67,9.046560624088297,Yes,High
EMP_0548,36,Non-binary,Brazil,Tech,On-site,62,7,7.649732919267684,51,4.750926684873619,Yes,Low
EMP_0549,52,Female,Brazil,Finance,On-site,37,5,5.706512966618096,52,2.2393843330969565,Yes,High
EMP_0550,22,Male,Canada,Retail,Remote,53,10,6.231178007802879,45,8.531453165585916,No,High
EMP_0551,24,Non-binary,Germany,Healthcare,On-site,49,10,6.520861428297398,73,2.5403539844750833,Yes,High
EMP_0552,37,Non-binary,Brazil,Retail,Remote,45,10,6.991897113813832,65,3.0659907652487552,No,High
EMP_0553,44,Female,UK,Healthcare,Remote,41,3,7.331181391494967,53,8.342778990554557,Yes,Low
EMP_0554,32,Male,France,Healthcare,On-site,42,5,9.45070940861295,92,3.0879202980059595,Yes,High
EMP_0555,33,Male,India,Manufacturing,Hybrid,54,7,7.686550861130068,44,4.101637692306373,No,High
EMP_0556,31,Male,India,Manufacturing,Hybrid,61,10,7.7151176164469994,92,3.4766567075886656,Yes,High
EMP_0557,53,Female,Australia,Manufacturing,Hybrid,53,9,6.680064384064556,58,1.1640031783037585,Yes,High
EMP_0558,37,Male,Singapore,Education,On-site,38,3,5.8241610451630805,66,0.38895812246826145,Yes,Low
EMP_0559,29,Female,Germany,Healthcare,Hybrid,52,6,6.366143182180261,59,7.2454067406098135,No,Medium
EMP_0560,59,Female,Singapore,Finance,Remote,42,7,6.14760101174213,87,6.451371239357206,Yes,High
EMP_0561,33,Female,Brazil,Retail,Hybrid,61,10,7.470676810665479,85,2.8236606755205718,Yes,High
EMP_0562,45,Non-binary,France,Manufacturing,On-site,44,4,5.01846229165152,71,2.9559912498487853,No,Low
EMP_0563,49,Male,Australia,Manufacturing,Hybrid,34,2,7.711040463504693,76,9.450057830086813,No,Low
EMP_0564,29,Male,Japan,Retail,Remote,51,8,6.85931249267677,98,9.876711272334921,Yes,Medium
EMP_0565,49,Female,Brazil,Retail,On-site,45,7,7.880017879226846,52,4.734349032336935,Yes,Low
EMP_0566,57,Female,Germany,Healthcare,Hybrid,39,6,6.131310173014872,40,8.024517454814937,No,Low
EMP_0567,47,Male,India,Manufacturing,On-site,53,3,5.9183563421893055,88,7.366858758693654,Yes,Low
EMP_0568,29,Female,Canada,Retail,On-site,47,4,6.511997537153867,92,2.9731770951204695,Yes,Medium
EMP_0569,49,Male,France,Education,On-site,47,10,6.483220896695409,66,0.5856271052047834,No,High
EMP_0570,49,Non-binary,USA,Education,Hybrid,36,5,7.967618093289916,65,1.4255625713494002,Yes,Medium
EMP_0571,58,Female,Singapore,Manufacturing,On-site,33,4,7.9561657996684785,89,8.382941170007634,Yes,High
EMP_0572,57,Male,Australia,Retail,Hybrid,55,8,9.286027700242503,61,7.312138199962811,No,High
EMP_0573,48,Female,Singapore,Healthcare,Remote,34,1,6.405409426578524,91,6.643348444622779,Yes,Low
EMP_0574,38,Male,France,Healthcare,Hybrid,45,6,4.0,67,1.3064883169664832,Yes,Low
EMP_0575,30,Male,Singapore,Healthcare,Remote,64,5,6.508692912363019,53,6.399306874505247,Yes,High
EMP_0576,54,Female,France,Tech,Hybrid,55,6,7.276789510250028,76,7.721523314931154,No,Low
EMP_0577,41,Non-binary,Singapore,Manufacturing,On-site,47,5,7.8574368292626025,56,8.606017498602906,Yes,Medium
EMP_0578,34,Male,UK,Healthcare,Hybrid,58,8,7.364325125540463,47,0.13231279193618217,No,Medium
EMP_0579,49,Male,Japan,Education,On-site,52,10,6.404466960292361,52,6.844751018784777,No,High
EMP_0580,50,Male,Brazil,Retail,Remote,43,9,9.056997228898668,82,0.19097655603204422,Yes,High
EMP_0581,34,Non-binary,Brazil,Finance,Hybrid,44,4,5.7595170393253285,77,7.068728455434385,No,Medium
EMP_0582,56,Non-binary,Germany,Finance,On-site,62,7,6.670426181725794,40,6.356213647320049,Yes,Medium
EMP_0583,27,Female,USA,Healthcare,Remote,54,10,5.70410819096703,43,1.483478629189725,Yes,High
EMP_0584,39,Non-binary,USA,Finance,Remote,50,3,7.0234921145082065,45,7.6612175134513025,Yes,Low
EMP_0585,26,Female,Germany,Finance,Hybrid,46,10,8.906806910527443,68,0.6834761818969115,No,High
EMP_0586,46,Female,Canada,Tech,Remote,52,8,6.8308888913214245,73,8.263987737446335,Yes,Medium
EMP_0587,23,Non-binary,Brazil,Education,On-site,46,8,6.838240177487825,82,2.61929244848229,Yes,High
EMP_0588,31,Female,Canada,Education,Remote,43,10,4.96484558994729,65,6.88851862300665,Yes,High
EMP_0589,51,Non-binary,France,Tech,Remote,58,10,6.655609377050801,78,9.236893410218702,No,High
EMP_0590,26,Female,France,Tech,On-site,49,2,8.380584460040023,71,3.3982702467344894,No,Low
EMP_0591,54,Non-binary,India,Finance,Remote,59,7,6.69971660121151,95,5.028940779404191,Yes,Low
EMP_0592,22,Non-binary,Singapore,Manufacturing,Remote,48,6,6.618651743305227,49,4.631180339504503,Yes,Medium
EMP_0593,39,Female,USA,Retail,Remote,42,2,8.326857491011951,75,1.5761134906286811,Yes,Low
EMP_0594,53,Male,India,Retail,Remote,47,2,6.623723064435323,65,5.903120104907616,Yes,Low
EMP_0595,32,Female,Japan,Finance,On-site,52,10,8.550464358672548,73,7.4300191852094795,No,High
EMP_0596,42,Non-binary,Germany,Retail,Remote,62,10,5.458432485534706,73,9.168748289238192,No,High
EMP_0597,47,Male,Germany,Tech,On-site,47,6,7.813424769809236,62,8.508026016495128,No,High
EMP_0598,46,Female,France,Education,Remote,38,8,8.975595049234547,53,5.100193797280317,No,High
EMP_0599,43,Female,Brazil,Retail,Remote,62,6,8.209428276945896,100,7.190171545119348,No,Low
EMP_0600,48,Female,Canada,Finance,Remote,61,10,4.75927173803767,40,8.007834133738928,No,High
EMP_0601,34,Male,USA,Manufacturing,Remote,46,9,6.23403611028294,76,4.9348871373834875,No,High
EMP_0602,54,Non-binary,India,Finance,On-site,48,10,6.70965817041066,64,1.1542756070426774,Yes,High
EMP_0603,55,Female,Canada,Healthcare,On-site,56,10,8.211946596048497,73,4.379307638473708,Yes,High
EMP_0604,56,Female,India,Finance,On-site,35,1,5.402058260546277,57,8.424780382015648,Yes,Low
EMP_0605,22,Female,Singapore,Tech,Hybrid,64,10,5.777275995528822,59,5.96641405393735,Yes,High
EMP_0606,42,Female,Japan,Education,Remote,63,10,5.073818283784009,81,7.24458377009339,Yes,High
EMP_0607,27,Female,Japan,Education,Remote,49,4,6.009039699894624,83,1.8526802215258753,Yes,Medium
EMP_0608,49,Non-binary,Canada,Retail,On-site,54,6,5.498072011633225,73,9.643377682110057,No,Low
EMP_0609,38,Non-binary,Canada,Tech,Hybrid,33,1,8.91748703223569,69,4.040805294933094,Yes,Low
EMP_0610,26,Female,Canada,Healthcare,Remote,39,6,6.22314727522244,40,6.53635522717729,No,Low
EMP_0611,52,Male,India,Tech,On-site,39,8,7.82911035055601,97,0.18872254590605264,Yes,Medium
EMP_0612,26,Non-binary,Singapore,Finance,Remote,53,5,7.021563408662645,67,1.2731926225529133,No,High
EMP_0613,59,Male,UK,Tech,Remote,50,8,7.004753537109505,87,7.82034269884919,No,Medium
EMP_0614,24,Non-binary,Canada,Tech,On-site,40,8,6.290267416552673,93,9.679694455202547,Yes,Low
EMP_0615,44,Female,Brazil,Healthcare,On-site,56,9,7.924026984556849,100,3.2005535505547824,Yes,High
EMP_0616,58,Non-binary,USA,Finance,Remote,45,3,7.1852130791708095,54,0.37180734941264837,Yes,Low
EMP_0617,58,Female,USA,Manufacturing,Remote,55,10,7.116092695526857,94,3.608666019801375,Yes,High
EMP_0618,31,Non-binary,India,Manufacturing,On-site,59,5,6.287895267786492,52,0.17468130279002625,Yes,Medium
EMP_0619,31,Female,Canada,Education,Remote,45,3,6.484268888616375,62,1.9237309226246913,No,Low
EMP_0620,40,Female,France,Retail,Remote,36,1,7.70669334109051,62,7.524720150537384,Yes,Low
EMP_0621,38,Female,Germany,Tech,On-site,45,2,7.276066733854601,65,9.370883981064962,No,Low
EMP_0622,42,Female,UK,Education,Remote,64,5,7.148166777410248,52,0.8744908436888665,No,High
EMP_0623,35,Male,Brazil,Healthcare,Remote,45,8,6.095149009998943,67,5.579007788105093,No,High
EMP_0624,30,Female,Singapore,Manufacturing,Hybrid,41,5,9.332929244230593,75,2.5388084612403192,Yes,Low
EMP_0625,22,Male,France,Tech,On-site,64,7,6.424351912530612,44,1.3905912579392954,Yes,Low
EMP_0626,34,Male,Japan,Healthcare,Hybrid,50,3,6.963696805929495,43,2.189802298915575,Yes,Low
EMP_0627,25,Female,France,Retail,Hybrid,46,10,6.775559645350335,43,5.7776306749770745,Yes,High
EMP_0628,22,Male,India,Healthcare,Hybrid,61,10,9.345653436713546,73,0.6513450144396105,Yes,High
EMP_0629,53,Non-binary,UK,Tech,Remote,35,1,6.651022464750895,89,4.342185961684175,Yes,Low
EMP_0630,55,Female,Australia,Retail,Remote,53,10,6.541189670829216,66,1.3522785095516388,No,High
EMP_0631,49,Male,Australia,Healthcare,Hybrid,56,5,7.141973377740003,53,2.726770523944815,Yes,Medium
EMP_0632,52,Female,Canada,Retail,Hybrid,49,2,6.167750932645378,88,1.907543297432639,No,Low
EMP_0633,29,Female,Canada,Tech,Hybrid,54,9,7.1339196602818165,62,8.829754998308971,No,High
EMP_0634,47,Female,India,Tech,Remote,31,4,9.845924296201323,64,7.080113308712895,Yes,Low
EMP_0635,55,Male,Singapore,Retail,Hybrid,38,5,7.35963466666131,71,8.684625789474705,Yes,High
EMP_0636,24,Non-binary,Canada,Finance,Hybrid,57,8,7.315895106071897,46,3.8346283454769248,Yes,Medium
EMP_0637,33,Non-binary,Germany,Education,On-site,32,2,6.1385141285089455,45,3.134133648536701,Yes,Low
EMP_0638,22,Male,UK,Healthcare,On-site,49,5,9.051048585223555,62,3.8058719489776704,Yes,Low
EMP_0639,26,Female,India,Healthcare,Remote,35,2,9.326839240957575,62,0.18548195724407468,Yes,Low
EMP_0640,51,Male,USA,Finance,On-site,62,10,8.023216450992413,98,7.247042751485582,No,High
EMP_0641,51,Male,Japan,Finance,On-site,30,6,7.784599867674855,44,3.497724568950783,No,Medium
EMP_0642,38,Male,India,Finance,On-site,35,6,6.7182815782734195,90,3.133238035767917,No,Medium
EMP_0643,44,Female,India,Manufacturing,Remote,63,10,7.469605097013547,76,5.981410653705329,No,High
EMP_0644,36,Male,Australia,Manufacturing,On-site,44,1,5.997810874164991,88,4.362499117098164,No,Low
EMP_0645,58,Female,Brazil,Retail,Remote,55,10,5.648663229065512,68,9.808433682238984,No,High
EMP_0646,42,Male,Singapore,Manufacturing,Hybrid,43,10,5.215168099929109,47,3.5625304289880133,Yes,High
EMP_0647,35,Non-binary,Brazil,Tech,On-site,36,3,7.492808767929758,69,6.138958422079134,Yes,Low
EMP_0648,23,Male,Germany,Retail,Remote,60,10,5.345950633215175,58,3.116511006096517,Yes,High
EMP_0649,32,Male,USA,Healthcare,On-site,53,3,6.40043751626502,58,9.905949802106568,No,Low
EMP_0650,59,Non-binary,Australia,Education,Hybrid,60,9,6.926524749757627,76,4.451110347201281,No,High
EMP_0651,55,Female,USA,Tech,Remote,58,6,8.194348479426438,51,6.34128810866803,No,Low
EMP_0652,59,Female,Germany,Healthcare,Remote,61,9,6.306135800054896,50,1.2672167095267706,Yes,High
EMP_0653,55,Male,Brazil,Healthcare,Remote,46,5,8.335926775287271,77,7.3302421486365805,Yes,Low
EMP_0654,39,Non-binary,India,Retail,Hybrid,43,2,8.126990695773017,55,2.69210057875622,Yes,Low
EMP_0655,51,Female,Canada,Finance,Hybrid,53,6,5.714430006794831,56,4.486132528296719,No,Medium
EMP_0656,36,Male,Canada,Finance,Hybrid,56,6,8.34739059266233,48,8.83133062327458,No,High
EMP_0657,48,Non-binary,France,Tech,Remote,54,3,6.659702653430156,67,9.705525148851015,No,Low
EMP_0658,55,Female,Japan,Finance,Hybrid,61,10,6.401258651528899,42,4.24572101840357,Yes,High
EMP_0659,59,Female,Singapore,Healthcare,On-site,47,9,6.6647760695040095,95,8.348026679544999,No,High
EMP_0660,54,Non-binary,Germany,Finance,Hybrid,47,6,6.995793127889591,40,0.5334899454986075,Yes,Medium
EMP_0661,45,Non-binary,Japan,Manufacturing,Remote,55,7,6.501946479474838,97,8.475740297902625,Yes,Medium
EMP_0662,36,Non-binary,Singapore,Finance,On-site,38,9,5.992370007566503,47,6.295103221526497,Yes,High
EMP_0663,51,Non-binary,Japan,Healthcare,Hybrid,64,9,6.0984932875663915,75,4.88706168391602,Yes,High
EMP_0664,38,Male,Brazil,Retail,On-site,37,3,7.166731371644818,57,8.899637051372478,Yes,Low
EMP_0665,26,Non-binary,Singapore,Tech,On-site,49,4,6.807443737819547,89,8.453372225064138,Yes,Low
EMP_0666,50,Female,Brazil,Education,Remote,51,7,7.632771632079476,86,2.96945095953572,Yes,High
EMP_0667,25,Female,India,Finance,On-site,48,5,7.062835476643915,70,7.914883823447575,No,Low
EMP_0668,31,Male,Australia,Healthcare,On-site,59,4,7.09241679518051,52,0.994909336623726,Yes,Low
EMP_0669,38,Female,Brazil,Education,Remote,57,6,7.711374681801145,68,8.227639354673702,No,Low
EMP_0670,31,Female,Canada,Education,Remote,64,10,8.702701686295221,91,6.754556180232505,Yes,High
EMP_0671,38,Non-binary,Japan,Manufacturing,Remote,40,10,8.750826817950266,59,0.8786633093194274,Yes,High
EMP_0672,41,Female,France,Education,On-site,60,10,8.608487704137062,65,6.830801734741354,Yes,High
EMP_0673,45,Male,UK,Retail,On-site,59,10,8.044539003689568,53,5.805192766763701,No,High
EMP_0674,26,Non-binary,Singapore,Healthcare,On-site,52,4,9.502492746510578,100,5.945501011450448,Yes,Low
EMP_0675,55,Non-binary,Germany,Healthcare,Remote,48,2,7.525388519492287,62,2.9086393512969853,Yes,Low
EMP_0676,27,Male,France,Finance,Hybrid,41,3,7.390654978386486,88,2.6649720001284525,No,Low
EMP_0677,23,Non-binary,Canada,Finance,On-site,44,5,9.692705530603659,100,7.6253511205402,No,High
EMP_0678,34,Non-binary,Brazil,Finance,Hybrid,60,10,4.0,77,2.568134810172391,No,High
EMP_0679,32,Male,Australia,Retail,Remote,44,1,6.743324213626818,93,4.4626225180989865,No,Low
EMP_0680,44,Non-binary,India,Education,On-site,58,6,8.502994874979999,86,6.947889985987848,Yes,Medium
EMP_0681,37,Male,UK,Education,Hybrid,55,6,8.176315543266021,87,0.7961625132743777,Yes,Medium
EMP_0682,52,Male,USA,Manufacturing,On-site,31,3,10.0,78,5.945483826116572,No,Low
EMP_0683,32,Female,France,Retail,On-site,49,4,7.128982861997702,73,5.893763726481173,Yes,Medium
EMP_0684,37,Female,Australia,Finance,On-site,44,9,6.483018877134165,44,6.842287108880255,No,High
EMP_0685,29,Non-binary,USA,Tech,Hybrid,33,1,6.601498303990965,81,3.6992809530565864,No,Low
EMP_0686,25,Non-binary,UK,Manufacturing,Remote,51,6,7.381681795433497,93,4.489797740638397,No,Medium
EMP_0687,25,Male,Germany,Tech,On-site,52,10,8.945977115141586,81,3.299693139446936,Yes,High
EMP_0688,46,Non-binary,Germany,Education,Remote,55,10,8.96096921066259,71,8.081682471887758,No,High
EMP_0689,24,Male,Japan,Manufacturing,Remote,40,4,6.932782393799594,51,1.3061076003613248,Yes,Medium
EMP_0690,53,Male,UK,Manufacturing,Hybrid,57,4,7.30361018401335,94,9.629539535753299,Yes,Low
EMP_0691,24,Non-binary,UK,Healthcare,Hybrid,31,1,6.266078104956563,88,6.348361559792174,Yes,Low
EMP_0692,48,Male,USA,Education,Remote,37,1,6.391341342873346,84,8.869067243921759,No,Low
EMP_0693,50,Female,Australia,Education,On-site,58,9,8.255508656124606,59,4.262314582647643,Yes,High
EMP_0694,53,Non-binary,Singapore,Retail,Hybrid,40,3,8.922653666478011,62,3.3227907039199667,No,Low
EMP_0695,40,Female,USA,Manufacturing,On-site,47,8,6.163259583436223,50,9.007258101239835,Yes,Medium
EMP_0696,42,Non-binary,India,Education,On-site,43,5,7.291547622557622,89,0.9887302887630278,Yes,High
EMP_0697,26,Male,Germany,Manufacturing,On-site,39,8,6.70830633270495,75,1.171072315052778,Yes,Medium
EMP_0698,39,Non-binary,Germany,Retail,Remote,64,10,8.036645991462407,100,2.9934677648467733,No,High
EMP_0699,49,Female,Japan,Retail,On-site,38,3,6.5337807731722535,96,9.597749817663185,No,Low
EMP_0700,43,Male,India,Healthcare,Remote,64,9,4.688254072648542,66,6.3306860986510705,No,High
EMP_0701,42,Non-binary,Germany,Manufacturing,Remote,40,5,8.204428853334402,71,5.5419369661539815,No,Medium
EMP_0702,27,Non-binary,USA,Education,On-site,41,5,6.635819644171913,63,7.053563363554206,Yes,Medium
EMP_0703,22,Non-binary,India,Education,On-site,32,8,6.7606675409343335,40,4.174745560781662,Yes,High
EMP_0704,26,Female,USA,Manufacturing,On-site,43,9,7.522705500030207,73,7.580735014207992,No,High
EMP_0705,33,Female,Singapore,Manufacturing,On-site,57,10,7.423400371783144,98,3.932306979728776,No,High
EMP_0706,47,Non-binary,Singapore,Manufacturing,Remote,40,3,7.547345990502867,56,8.263631848564646,No,Low
EMP_0707,55,Male,Germany,Finance,On-site,54,8,5.044320201704565,81,2.6729508207650454,No,Low
EMP_0708,35,Male,Germany,Education,On-site,50,10,7.667570814443791,63,2.7754665929802425,Yes,High
EMP_0709,47,Female,Australia,Retail,Remote,39,8,4.709132379578639,45,5.2238330542673515,No,Medium
EMP_0710,48,Male,Singapore,Education,Hybrid,44,7,7.923478172537209,73,4.307611583617351,No,Medium
EMP_0711,30,Female,France,Finance,Hybrid,48,4,8.342057538532696,100,6.4811584428469535,Yes,Medium
EMP_0712,47,Non-binary,France,Manufacturing,Remote,51,3,5.35777582872974,88,3.6429075467357896,No,Low
EMP_0713,43,Female,Japan,Healthcare,Hybrid,50,6,7.394119588697859,53,2.305506490703668,Yes,High
EMP_0714,51,Female,Singapore,Manufacturing,Remote,61,10,8.26861495553732,69,4.698085628829011,No,High
EMP_0715,38,Non-binary,USA,Manufacturing,On-site,52,5,6.46119565555416,66,5.609564994971462,Yes,Medium
EMP_0716,47,Male,USA,Finance,On-site,42,1,7.808363638850348,45,1.4260005382969043,No,Low
EMP_0717,57,Female,Canada,Education,Hybrid,34,4,4.0,43,5.567186257331653,No,Low
EMP_0718,22,Female,India,Manufacturing,On-site,33,1,8.317835341892094,92,3.192567052478968,No,Low
EMP_0719,29,Non-binary,Brazil,Education,Hybrid,57,10,7.035993086431811,83,3.924518848685079,No,High
EMP_0720,56,Male,France,Tech,Hybrid,43,1,6.690604748036761,84,2.7931812906328126,No,Low
EMP_0721,36,Female,Germany,Retail,On-site,37,5,8.180849743485377,69,9.314103277930599,Yes,Low
EMP_0722,43,Non-binary,Japan,Education,On-site,38,1,9.075147610868772,99,6.833362812802139,No,Low
EMP_0723,35,Female,Brazil,Healthcare,Hybrid,64,10,7.582859009624796,55,2.6246031140068338,Yes,High
EMP_0724,47,Non-binary,UK,Retail,On-site,50,5,8.930456659658674,54,6.450313345519501,Yes,High
EMP_0725,49,Male,Japan,Healthcare,Remote,47,7,5.136060096967625,41,8.485724095820462,Yes,High
EMP_0726,44,Male,UK,Manufacturing,On-site,62,10,7.799138605400879,62,4.016302083327687,Yes,High
EMP_0727,35,Male,Singapore,Retail,On-site,37,1,6.841595376574873,61,8.299575091561822,No,Low
EMP_0728,45,Male,UK,Education,Remote,46,2,6.054137074340419,64,1.5441494433999237,No,Low
EMP_0729,23,Female,UK,Retail,On-site,60,9,4.685582278164589,57,8.22781364866168,No,High
EMP_0730,47,Female,Australia,Manufacturing,On-site,63,10,7.734144458803196,80,5.402942426723664,No,High
EMP_0731,35,Male,Australia,Finance,Hybrid,35,8,8.050348064099834,100,2.2297448800998207,Yes,Medium
EMP_0732,28,Male,Australia,Healthcare,On-site,51,3,8.610427301191898,77,4.071413845559114,Yes,Low
EMP_0733,24,Male,Singapore,Manufacturing,On-site,43,4,8.411788525162038,87,9.879929924466168,Yes,Low
EMP_0734,44,Female,Brazil,Finance,Remote,32,8,6.073948375529956,64,7.835560166424261,No,Medium
EMP_0735,39,Male,Japan,Retail,Hybrid,41,8,8.548846618374556,100,5.750863613851153,No,Medium
EMP_0736,59,Male,Japan,Retail,Hybrid,41,10,8.675617004694214,100,1.1516391190452557,No,High
EMP_0737,56,Male,Germany,Manufacturing,Hybrid,31,7,6.688019289696753,73,4.1781158290150024,No,High
EMP_0738,36,Non-binary,Australia,Education,On-site,31,1,7.0341139164540625,88,2.630515140119373,Yes,Low
EMP_0739,46,Male,Singapore,Retail,Hybrid,44,2,5.87901495154055,67,0.7100107950539025,No,Low
EMP_0740,58,Non-binary,Germany,Education,Remote,52,6,8.777063548783998,63,5.42204388719315,No,Low
EMP_0741,49,Non-binary,India,Education,Hybrid,58,5,5.185855424837277,53,8.89185699840876,Yes,Low
EMP_0742,31,Male,Germany,Education,Remote,46,2,7.641964806836524,56,6.755998681741251,Yes,Low
EMP_0743,38,Non-binary,Brazil,Tech,Hybrid,61,7,6.283804974261145,61,2.4968038798051118,No,Low
EMP_0744,43,Male,France,Finance,Hybrid,36,6,5.670576616532187,40,5.735846069537891,No,Medium
EMP_0745,47,Female,UK,Finance,Remote,59,4,4.750326063326311,41,9.43234283346969,Yes,Low
EMP_0746,46,Female,Australia,Retail,Hybrid,57,5,6.741512646434808,68,7.229150529229353,No,Medium
EMP_0747,38,Female,France,Retail,Hybrid,43,1,5.482497862482514,40,6.894738994067639,Yes,Low
EMP_0748,34,Female,Germany,Education,Hybrid,59,10,7.067703343928565,87,9.681581662275162,Yes,High
EMP_0749,41,Non-binary,Singapore,Tech,On-site,46,6,9.123204788080749,53,7.988733111840248,No,Medium
EMP_0750,46,Male,UK,Education,Remote,61,10,7.239408791726666,41,1.3662354309875213,Yes,High
EMP_0751,25,Male,Japan,Tech,Hybrid,35,2,9.396736602741578,100,3.4763508697620136,No,Low
EMP_0752,31,Male,USA,Education,Remote,53,9,5.821272095826216,53,9.65140700737686,No,High
EMP_0753,24,Female,UK,Healthcare,Remote,35,7,5.462871040000783,90,4.897053941979978,No,Medium
EMP_0754,39,Female,Brazil,Healthcare,Remote,56,9,5.767581294126066,46,1.1163744532118536,No,High
EMP_0755,57,Male,Brazil,Manufacturing,Hybrid,47,8,6.921879353493635,78,4.586048796723419,Yes,Low
EMP_0756,43,Female,Germany,Education,Hybrid,53,4,10.0,79,6.969932340708008,No,Low
EMP_0757,55,Male,India,Retail,Remote,53,10,5.005462343738271,89,9.975482216812411,No,High
EMP_0758,29,Male,Brazil,Finance,On-site,63,9,7.743595741794909,67,3.2390531656320185,Yes,High
EMP_0759,40,Male,Brazil,Manufacturing,Remote,44,7,6.16004159675136,40,5.140868748792737,No,Medium
EMP_0760,58,Male,Singapore,Retail,On-site,40,1,6.7314363387388445,42,8.796807046497939,No,Low
EMP_0761,27,Male,Germany,Healthcare,Remote,51,7,5.4903761064803955,69,3.5526721805733352,No,Low
EMP_0762,47,Male,UK,Education,Remote,53,3,8.054965988847448,98,1.0926155659085723,No,Low
EMP_0763,55,Male,India,Manufacturing,Remote,30,6,6.947289840453854,64,9.48935875001504,Yes,Low
EMP_0764,27,Female,France,Education,Hybrid,47,5,8.304944260832999,85,4.884408067135001,Yes,Low
EMP_0765,58,Male,USA,Healthcare,On-site,41,4,7.210294232839073,78,5.0278371077197175,No,Medium
EMP_0766,54,Male,Australia,Manufacturing,On-site,57,5,4.68205122738775,65,6.212001446041821,Yes,High
EMP_0767,43,Female,Japan,Healthcare,Remote,36,4,8.315851355170256,49,0.03536623703224606,Yes,Medium
EMP_0768,42,Female,Brazil,Tech,Hybrid,52,3,4.584399241228383,40,9.311311755688491,Yes,Low
