Pilgrim_ID,Country,Gender,Age_Group,Accommodation_Type,Transport_Type,Stay_Duration,Estimated_Spending_SAR,Group_Size
755,Egypt,Female,18-30,Hotel (5 Star),Group Transport,21 days,5559,2
756,Nigeria,Female,46-60,Camp (Mina),Private Car,7 days,5713,1
757,Pakistan,Male,18-30,Apartment,Private Car,7 days,20184,5
758,Egypt,Male,60+,Apartment,Group Transport,14 days,20261,2
759,UAE,Female,60+,Apartment,Group Transport,14 days,25372,3
760,UK,Male,46-60,Camp (Mina),Bus,21 days,37140,5
761,India,Female,18-30,Hotel (3 Star),Train (Haramain),10 days,38024,4
762,Pakistan,Female,46-60,Camp (Mina),Private Car,21 days,37544,2
763,UK,Male,60+,Camp (Mina),Train (Haramain),14 days,5037,5
764,UAE,Male,18-30,Hotel (5 Star),Train (Haramain),21 days,17697,4
765,UK,Male,18-30,Camp (Mina),Group Transport,14 days,36707,3
766,UAE,Male,46-60,Apartment,Train (Haramain),21 days,31016,1
767,UAE,Female,31-45,Hotel (3 Star),Bus,10 days,39600,2
768,Nigeria,Female,46-60,Hotel (3 Star),Group Transport,21 days,28984,1
769,Bangladesh,Female,60+,Hotel (3 Star),Train (Haramain),10 days,10167,3
770,Pakistan,Male,60+,Apartment,Group Transport,10 days,5432,5
771,UK,Female,60+,Apartment,Bus,14 days,9151,5
772,Turkey,Male,60+,Apartment,Bus,10 days,11411,3
773,Pakistan,Male,60+,Apartment,Train (Haramain),7 days,35788,3
774,Bangladesh,Male,31-45,Apartment,Group Transport,7 days,31623,2
775,Pakistan,Male,18-30,Camp (Mina),Train (Haramain),7 days,27104,4
776,Indonesia,Male,46-60,Apartment,Train (Haramain),14 days,5256,1
777,Turkey,Male,46-60,Apartment,Group Transport,7 days,38439,1
778,Bangladesh,Female,60+,Apartment,Train (Haramain),14 days,38257,5
779,Nigeria,Male,46-60,Apartment,Bus,14 days,23066,5
780,UK,Female,60+,Hotel (3 Star),Group Transport,7 days,37746,2
781,Malaysia,Female,31-45,Apartment,Group Transport,10 days,7460,3
782,Bangladesh,Male,31-45,Camp (Mina),Group Transport,21 days,39743,1
783,India,Male,18-30,Camp (Mina),Group Transport,14 days,8216,2
784,UK,Male,31-45,Camp (Mina),Train (Haramain),7 days,19267,5
785,Bangladesh,Female,31-45,Hotel (5 Star),Train (Haramain),14 days,14581,5
786,Indonesia,Male,18-30,Hotel (3 Star),Bus,10 days,9515,1
787,Malaysia,Female,46-60,Apartment,Private Car,10 days,27076,5
788,Indonesia,Male,60+,Hotel (5 Star),Private Car,7 days,14776,5
789,Malaysia,Male,60+,Apartment,Bus,14 days,26947,4
790,India,Female,46-60,Hotel (5 Star),Private Car,21 days,7963,3
791,UK,Female,18-30,Hotel (5 Star),Bus,21 days,11786,5
792,Nigeria,Male,46-60,Camp (Mina),Train (Haramain),14 days,18866,4
793,Indonesia,Female,31-45,Camp (Mina),Group Transport,14 days,37305,2
794,Indonesia,Female,18-30,Hotel (5 Star),Group Transport,14 days,22360,5
795,UAE,Female,18-30,Camp (Mina),Train (Haramain),7 days,37813,2
796,Malaysia,Female,18-30,Hotel (5 Star),Group Transport,10 days,6193,5
797,Egypt,Female,60+,Hotel (3 Star),Group Transport,21 days,9512,1
798,UK,Male,46-60,Camp (Mina),Private Car,7 days,27666,4
799,Malaysia,Male,18-30,Camp (Mina),Train (Haramain),14 days,21630,4
800,UAE,Female,18-30,Camp (Mina),Private Car,14 days,13983,1
801,Pakistan,Male,18-30,Hotel (3 Star),Private Car,10 days,5636,3
802,Malaysia,Male,46-60,Hotel (5 Star),Group Transport,14 days,8775,4
803,Nigeria,Female,60+,Apartment,Group Transport,7 days,7421,2
804,UK,Male,31-45,Camp (Mina),Train (Haramain),7 days,18025,4
805,UAE,Female,60+,Hotel (5 Star),Group Transport,10 days,14280,3
806,Pakistan,Female,18-30,Hotel (3 Star),Group Transport,7 days,16351,2
807,Turkey,Male,60+,Apartment,Train (Haramain),21 days,35171,2
808,UAE,Female,60+,Camp (Mina),Group Transport,7 days,8644,1
809,Turkey,Female,31-45,Hotel (3 Star),Private Car,7 days,21142,5
810,UK,Female,46-60,Hotel (3 Star),Train (Haramain),7 days,12773,1
811,Indonesia,Female,46-60,Apartment,Group Transport,21 days,33466,5
812,UAE,Female,60+,Hotel (5 Star),Bus,14 days,15778,1
813,India,Male,60+,Camp (Mina),Train (Haramain),7 days,17501,5
814,Turkey,Male,46-60,Camp (Mina),Train (Haramain),10 days,7108,4
815,Nigeria,Female,46-60,Hotel (5 Star),Bus,21 days,34369,2
816,India,Female,31-45,Hotel (5 Star),Group Transport,10 days,30818,5
817,Bangladesh,Male,18-30,Hotel (5 Star),Group Transport,7 days,15251,4
818,Bangladesh,Female,60+,Apartment,Train (Haramain),10 days,28341,3
819,Pakistan,Male,46-60,Apartment,Train (Haramain),7 days,16678,1
820,Indonesia,Female,60+,Camp (Mina),Group Transport,21 days,19367,3
821,UK,Female,60+,Apartment,Group Transport,10 days,34672,4
822,UAE,Female,46-60,Hotel (3 Star),Private Car,10 days,9332,3
823,Egypt,Female,31-45,Camp (Mina),Train (Haramain),7 days,17002,3
824,Nigeria,Female,60+,Apartment,Train (Haramain),7 days,25284,4
825,Turkey,Female,31-45,Hotel (5 Star),Bus,14 days,20700,2
826,UK,Female,46-60,Hotel (3 Star),Private Car,7 days,18769,5
827,India,Male,18-30,Hotel (5 Star),Group Transport,7 days,34318,1
828,Bangladesh,Male,18-30,Camp (Mina),Private Car,14 days,29323,5
829,Nigeria,Male,60+,Hotel (5 Star),Group Transport,7 days,32610,1
830,Egypt,Female,46-60,Apartment,Group Transport,7 days,11963,5
831,UAE,Female,31-45,Apartment,Private Car,14 days,12838,3
832,Pakistan,Female,60+,Camp (Mina),Train (Haramain),21 days,17243,2
833,Egypt,Female,46-60,Hotel (5 Star),Group Transport,21 days,32939,3
834,Nigeria,Female,46-60,Camp (Mina),Private Car,7 days,6845,2
835,Egypt,Female,31-45,Hotel (5 Star),Bus,7 days,21766,4
836,Nigeria,Female,60+,Hotel (3 Star),Private Car,14 days,17780,1
837,Nigeria,Male,46-60,Apartment,Bus,14 days,6509,1
838,Malaysia,Female,46-60,Camp (Mina),Group Transport,21 days,28957,4
839,Turkey,Male,46-60,Hotel (3 Star),Private Car,10 days,39346,5
840,Bangladesh,Male,31-45,Hotel (3 Star),Private Car,7 days,22263,4
841,Malaysia,Female,60+,Camp (Mina),Bus,10 days,31148,4
842,UAE,Female,60+,Camp (Mina),Private Car,10 days,36533,2
843,Malaysia,Male,60+,Hotel (3 Star),Private Car,14 days,17931,4
844,Indonesia,Male,60+,Hotel (5 Star),Group Transport,7 days,6359,1
845,Indonesia,Female,18-30,Hotel (3 Star),Private Car,7 days,29532,3
846,Bangladesh,Female,18-30,Camp (Mina),Train (Haramain),14 days,25344,2
847,Egypt,Male,60+,Hotel (3 Star),Bus,10 days,9242,2
848,Turkey,Female,31-45,Hotel (5 Star),Private Car,14 days,25601,5
849,Bangladesh,Female,18-30,Apartment,Bus,21 days,24116,3
850,Nigeria,Female,46-60,Apartment,Bus,7 days,35782,2
851,India,Male,18-30,Hotel (3 Star),Bus,21 days,23880,4
852,Turkey,Male,46-60,Hotel (5 Star),Private Car,14 days,8499,2
853,Turkey,Male,60+,Apartment,Private Car,7 days,36587,2
854,Nigeria,Female,18-30,Hotel (3 Star),Bus,21 days,31020,2
855,Nigeria,Female,31-45,Hotel (3 Star),Train (Haramain),21 days,13080,5
856,Pakistan,Male,18-30,Hotel (5 Star),Bus,10 days,28207,2
857,Bangladesh,Male,18-30,Camp (Mina),Train (Haramain),7 days,38957,2
858,Nigeria,Male,18-30,Hotel (3 Star),Bus,21 days,18908,5
859,Indonesia,Female,60+,Camp (Mina),Group Transport,21 days,35652,3
860,UAE,Male,31-45,Camp (Mina),Bus,10 days,35344,1
861,India,Male,18-30,Apartment,Bus,21 days,30034,5
862,Bangladesh,Female,31-45,Camp (Mina),Private Car,21 days,30788,5
863,UK,Female,60+,Hotel (5 Star),Train (Haramain),21 days,17751,2
864,Indonesia,Female,46-60,Apartment,Group Transport,10 days,38793,2
865,Egypt,Male,18-30,Apartment,Train (Haramain),21 days,37839,1
866,Nigeria,Female,31-45,Apartment,Group Transport,21 days,14385,2
867,UK,Female,31-45,Hotel (3 Star),Bus,7 days,23232,4
868,Nigeria,Male,60+,Hotel (3 Star),Private Car,7 days,39790,2
869,Turkey,Female,18-30,Camp (Mina),Private Car,10 days,20831,2
870,Indonesia,Male,46-60,Apartment,Train (Haramain),14 days,25125,4
871,Turkey,Male,31-45,Apartment,Private Car,7 days,22682,1
872,Pakistan,Female,18-30,Hotel (5 Star),Train (Haramain),10 days,22288,4
873,Turkey,Female,46-60,Camp (Mina),Train (Haramain),21 days,29405,5
874,Pakistan,Female,31-45,Hotel (5 Star),Group Transport,21 days,7620,4
875,Pakistan,Female,31-45,Camp (Mina),Train (Haramain),10 days,18854,3
876,UK,Female,46-60,Camp (Mina),Group Transport,21 days,14677,5
877,Nigeria,Female,46-60,Hotel (3 Star),Private Car,21 days,29074,2
878,Egypt,Male,60+,Hotel (3 Star),Train (Haramain),14 days,22824,5
879,Turkey,Male,18-30,Hotel (5 Star),Train (Haramain),21 days,5765,1
880,Indonesia,Female,18-30,Camp (Mina),Bus,7 days,36615,1
881,Pakistan,Male,60+,Apartment,Train (Haramain),21 days,17975,4
882,Nigeria,Female,31-45,Hotel (3 Star),Train (Haramain),10 days,14341,5
883,India,Male,46-60,Apartment,Bus,14 days,33141,2
884,Bangladesh,Male,46-60,Hotel (5 Star),Bus,21 days,17334,1
885,UK,Male,46-60,Hotel (3 Star),Private Car,10 days,20835,2
886,Egypt,Female,31-45,Hotel (3 Star),Train (Haramain),7 days,31548,3
887,Malaysia,Male,46-60,Camp (Mina),Private Car,21 days,30039,1
888,UK,Female,46-60,Hotel (5 Star),Private Car,14 days,37530,4
889,India,Male,60+,Camp (Mina),Bus,21 days,23565,3
890,Bangladesh,Male,31-45,Hotel (3 Star),Group Transport,10 days,14834,5
891,India,Male,18-30,Hotel (5 Star),Private Car,14 days,5840,2
892,Turkey,Male,60+,Hotel (3 Star),Group Transport,21 days,18873,1
893,Pakistan,Male,60+,Hotel (5 Star),Train (Haramain),7 days,36568,3
894,Egypt,Female,18-30,Hotel (3 Star),Bus,14 days,15846,3
895,UAE,Female,60+,Apartment,Train (Haramain),7 days,10899,1
896,Pakistan,Male,31-45,Apartment,Train (Haramain),10 days,25502,5
897,UAE,Male,46-60,Camp (Mina),Bus,21 days,5565,5
898,Bangladesh,Male,31-45,Apartment,Train (Haramain),7 days,14187,4
899,Nigeria,Male,18-30,Hotel (3 Star),Bus,10 days,12226,5
900,Malaysia,Female,18-30,Hotel (3 Star),Group Transport,21 days,9311,4
901,Indonesia,Male,60+,Apartment,Train (Haramain),10 days,30689,3
902,Pakistan,Female,31-45,Camp (Mina),Bus,7 days,11083,1
903,Egypt,Male,31-45,Apartment,Private Car,10 days,17598,5
904,India,Female,18-30,Hotel (5 Star),Train (Haramain),14 days,21940,4
905,Egypt,Male,31-45,Hotel (5 Star),Group Transport,21 days,31880,3
906,Bangladesh,Male,18-30,Hotel (5 Star),Bus,10 days,7580,5
907,UAE,Female,31-45,Apartment,Train (Haramain),7 days,14386,2
908,India,Male,31-45,Apartment,Train (Haramain),21 days,24522,3
909,Indonesia,Male,31-45,Apartment,Train (Haramain),14 days,31224,5
910,Indonesia,Male,18-30,Hotel (5 Star),Group Transport,21 days,19635,3
911,Pakistan,Female,60+,Camp (Mina),Bus,14 days,5671,1
912,Bangladesh,Male,31-45,Hotel (3 Star),Private Car,21 days,38545,1
913,Nigeria,Male,18-30,Apartment,Private Car,10 days,31855,1
914,Bangladesh,Female,18-30,Camp (Mina),Private Car,10 days,19260,2
915,UAE,Female,31-45,Hotel (3 Star),Bus,7 days,6074,1
916,Egypt,Female,31-45,Hotel (3 Star),Private Car,14 days,14475,2
917,Indonesia,Male,60+,Hotel (3 Star),Group Transport,7 days,17878,1
918,Egypt,Male,18-30,Camp (Mina),Bus,10 days,20120,3
919,Egypt,Male,18-30,Camp (Mina),Train (Haramain),14 days,28147,5
920,Egypt,Female,46-60,Hotel (5 Star),Group Transport,7 days,6986,5
921,Indonesia,Male,18-30,Camp (Mina),Train (Haramain),7 days,37430,1
922,UK,Male,60+,Camp (Mina),Private Car,7 days,22430,5
923,Turkey,Female,46-60,Camp (Mina),Group Transport,7 days,7176,1
924,UAE,Female,46-60,Hotel (3 Star),Bus,7 days,23722,1
925,UK,Female,46-60,Apartment,Group Transport,14 days,23617,4
926,UAE,Female,31-45,Hotel (5 Star),Train (Haramain),7 days,32115,4
927,India,Female,31-45,Apartment,Bus,14 days,16906,4
928,Bangladesh,Male,18-30,Apartment,Group Transport,7 days,11610,2
929,Bangladesh,Female,46-60,Camp (Mina),Group Transport,10 days,18411,4
930,Malaysia,Male,60+,Hotel (5 Star),Group Transport,10 days,14180,1
931,Bangladesh,Male,31-45,Apartment,Group Transport,7 days,15073,3
932,Indonesia,Female,60+,Apartment,Bus,21 days,35960,4
933,Nigeria,Female,60+,Hotel (5 Star),Train (Haramain),10 days,10901,4
934,Pakistan,Female,31-45,Camp (Mina),Group Transport,14 days,9482,3
935,Malaysia,Male,31-45,Apartment,Bus,7 days,30428,1
936,Pakistan,Female,31-45,Hotel (3 Star),Train (Haramain),14 days,12400,2
937,UAE,Female,31-45,Apartment,Group Transport,21 days,12396,4
938,Pakistan,Female,46-60,Hotel (3 Star),Train (Haramain),7 days,12338,3
939,Pakistan,Female,46-60,Camp (Mina),Train (Haramain),10 days,17500,1
940,Malaysia,Female,46-60,Apartment,Bus,14 days,16545,5
941,India,Male,46-60,Hotel (5 Star),Train (Haramain),10 days,10241,2
942,Egypt,Male,18-30,Hotel (5 Star),Bus,10 days,28778,3
943,Bangladesh,Male,46-60,Apartment,Group Transport,7 days,27821,3
944,Bangladesh,Female,31-45,Camp (Mina),Train (Haramain),14 days,9695,3
945,Indonesia,Female,60+,Camp (Mina),Train (Haramain),21 days,16530,4
946,Malaysia,Female,46-60,Hotel (5 Star),Private Car,10 days,19318,5
947,Indonesia,Male,18-30,Apartment,Group Transport,7 days,27331,2
948,Nigeria,Female,31-45,Camp (Mina),Group Transport,7 days,31355,1
949,Nigeria,Female,60+,Hotel (5 Star),Private Car,21 days,16324,1
950,Indonesia,Female,60+,Hotel (3 Star),Private Car,7 days,33149,5
951,Malaysia,Male,46-60,Apartment,Bus,10 days,8218,3
952,Indonesia,Female,60+,Hotel (3 Star),Bus,7 days,25141,3
953,Bangladesh,Male,46-60,Hotel (3 Star),Train (Haramain),14 days,7837,3
954,UK,Female,46-60,Camp (Mina),Train (Haramain),14 days,19379,3
955,Turkey,Male,31-45,Camp (Mina),Train (Haramain),10 days,9239,3
956,Pakistan,Male,31-45,Camp (Mina),Train (Haramain),14 days,25812,5
957,Turkey,Male,18-30,Apartment,Bus,21 days,34669,4
958,Malaysia,Female,31-45,Hotel (3 Star),Group Transport,7 days,14611,2
959,Turkey,Female,31-45,Apartment,Train (Haramain),10 days,9150,3
960,Nigeria,Male,46-60,Camp (Mina),Group Transport,21 days,16109,4
961,UAE,Male,31-45,Hotel (3 Star),Train (Haramain),7 days,39214,1
962,Pakistan,Female,46-60,Apartment,Private Car,21 days,31016,5
963,Egypt,Female,46-60,Apartment,Train (Haramain),10 days,16936,4
964,Malaysia,Male,31-45,Hotel (5 Star),Train (Haramain),10 days,16036,3
965,Pakistan,Female,18-30,Apartment,Train (Haramain),21 days,19021,3
966,Turkey,Female,18-30,Camp (Mina),Bus,7 days,20471,3
967,Nigeria,Female,60+,Apartment,Private Car,14 days,28244,4
968,India,Female,60+,Hotel (3 Star),Train (Haramain),14 days,6502,3
969,UK,Male,31-45,Apartment,Train (Haramain),21 days,39178,4
970,Egypt,Female,18-30,Hotel (5 Star),Group Transport,10 days,8770,3
971,UK,Female,46-60,Hotel (3 Star),Private Car,7 days,9001,1
972,Pakistan,Male,60+,Hotel (3 Star),Train (Haramain),7 days,25946,1
973,Nigeria,Male,46-60,Hotel (5 Star),Group Transport,10 days,5598,2
974,Nigeria,Female,60+,Camp (Mina),Group Transport,14 days,35316,3
975,Turkey,Female,31-45,Hotel (3 Star),Bus,7 days,30567,3
976,Bangladesh,Female,18-30,Camp (Mina),Group Transport,21 days,31508,4
977,Turkey,Female,60+,Hotel (3 Star),Train (Haramain),14 days,35276,4
978,Bangladesh,Male,18-30,Hotel (3 Star),Bus,21 days,28671,3
979,Bangladesh,Male,46-60,Camp (Mina),Bus,14 days,21450,2
980,Egypt,Male,31-45,Hotel (3 Star),Train (Haramain),10 days,19908,3
981,Turkey,Female,18-30,Camp (Mina),Private Car,21 days,36212,4
982,India,Female,31-45,Hotel (5 Star),Group Transport,21 days,11806,3
983,Indonesia,Female,18-30,Camp (Mina),Bus,10 days,23015,4
984,Indonesia,Female,46-60,Hotel (5 Star),Private Car,21 days,22158,3
985,Turkey,Male,46-60,Hotel (3 Star),Train (Haramain),14 days,20456,5
986,Turkey,Male,31-45,Camp (Mina),Group Transport,7 days,32588,4
987,UK,Female,46-60,Hotel (3 Star),Group Transport,7 days,27491,2
988,Egypt,Male,60+,Camp (Mina),Bus,10 days,29188,5
989,Turkey,Female,18-30,Hotel (5 Star),Group Transport,14 days,32079,3
990,UK,Female,46-60,Hotel (5 Star),Group Transport,21 days,9019,4
991,Bangladesh,Male,60+,Camp (Mina),Group Transport,21 days,17419,5
992,Nigeria,Female,31-45,Hotel (5 Star),Group Transport,7 days,38697,2
993,Nigeria,Female,60+,Hotel (3 Star),Train (Haramain),21 days,24396,4
994,Bangladesh,Male,31-45,Hotel (3 Star),Private Car,7 days,34892,5
995,Malaysia,Female,31-45,Apartment,Train (Haramain),10 days,12973,5
996,UK,Female,18-30,Hotel (5 Star),Train (Haramain),21 days,26113,5
997,UK,Male,18-30,Hotel (3 Star),Bus,14 days,16136,1
998,Bangladesh,Female,60+,Camp (Mina),Group Transport,21 days,24203,3
999,India,Male,18-30,Hotel (5 Star),Train (Haramain),7 days,36285,4
1000,UAE,Female,18-30,Hotel (3 Star),Group Transport,10 days,28039,4
1001,Pakistan,Male,18-30,Hotel (5 Star),Train (Haramain),7 days,6184,4
1002,Bangladesh,Male,60+,Camp (Mina),Train (Haramain),21 days,27727,5
1003,Turkey,Male,46-60,Hotel (3 Star),Bus,7 days,21911,3
1004,Turkey,Female,18-30,Apartment,Private Car,7 days,5916,2
1005,Egypt,Male,18-30,Apartment,Private Car,10 days,8574,4
1006,Bangladesh,Male,60+,Hotel (5 Star),Train (Haramain),14 days,22790,3
1007,Egypt,Male,46-60,Camp (Mina),Bus,21 days,22625,3
1008,Bangladesh,Male,18-30,Hotel (3 Star),Group Transport,10 days,10206,1
1009,UK,Male,31-45,Camp (Mina),Group Transport,14 days,24517,4
1010,Pakistan,Female,60+,Hotel (3 Star),Train (Haramain),7 days,21105,5
1011,UK,Female,18-30,Hotel (5 Star),Private Car,14 days,7690,3
1012,UAE,Female,18-30,Hotel (3 Star),Bus,7 days,5690,3
1013,Nigeria,Female,31-45,Camp (Mina),Private Car,7 days,30103,2
1014,Indonesia,Female,31-45,Camp (Mina),Group Transport,10 days,39263,1
1015,Bangladesh,Female,60+,Hotel (5 Star),Private Car,7 days,16085,3
1016,UAE,Female,60+,Camp (Mina),Group Transport,10 days,30825,3
1017,Nigeria,Male,31-45,Hotel (3 Star),Bus,14 days,15720,5
1018,Malaysia,Female,60+,Hotel (5 Star),Bus,14 days,16720,5
1019,Pakistan,Male,31-45,Hotel (3 Star),Train (Haramain),7 days,5897,2
1020,Egypt,Male,18-30,Camp (Mina),Train (Haramain),10 days,22094,2
1021,Egypt,Female,31-45,Hotel (5 Star),Private Car,7 days,28572,2
1022,UK,Male,31-45,Hotel (3 Star),Bus,10 days,20150,5
1023,Turkey,Male,46-60,Camp (Mina),Bus,10 days,21799,5
1024,Nigeria,Male,31-45,Camp (Mina),Train (Haramain),10 days,14663,1
1025,Malaysia,Male,31-45,Apartment,Group Transport,14 days,32007,4
1026,UAE,Female,46-60,Camp (Mina),Private Car,10 days,30671,4
1027,Pakistan,Female,60+,Hotel (3 Star),Private Car,14 days,30385,1
1028,Nigeria,Female,46-60,Hotel (5 Star),Train (Haramain),10 days,16236,4
1029,Malaysia,Female,18-30,Apartment,Bus,14 days,27024,5
1030,Indonesia,Female,46-60,Camp (Mina),Train (Haramain),21 days,22376,4
1031,Bangladesh,Female,18-30,Camp (Mina),Train (Haramain),14 days,23157,5
1032,Egypt,Female,60+,Camp (Mina),Train (Haramain),14 days,24945,1
1033,UAE,Female,46-60,Hotel (3 Star),Train (Haramain),7 days,28017,2
1034,Egypt,Female,46-60,Apartment,Group Transport,10 days,6756,1
1035,UAE,Female,60+,Hotel (3 Star),Group Transport,21 days,7576,4
1036,UK,Male,18-30,Apartment,Bus,7 days,30467,5
1037,Turkey,Female,46-60,Hotel (5 Star),Train (Haramain),10 days,36205,4
1038,UAE,Male,18-30,Hotel (3 Star),Group Transport,21 days,17674,4
1039,Egypt,Male,46-60,Hotel (3 Star),Bus,21 days,27353,2
1040,UK,Male,31-45,Hotel (5 Star),Train (Haramain),21 days,34849,4
1041,UAE,Male,46-60,Apartment,Private Car,10 days,9535,2
1042,Indonesia,Female,60+,Camp (Mina),Group Transport,21 days,22118,5
1043,Turkey,Male,60+,Hotel (5 Star),Bus,21 days,5632,5
1044,UAE,Female,18-30,Camp (Mina),Private Car,7 days,18280,2
1045,UK,Female,46-60,Camp (Mina),Train (Haramain),14 days,19746,1
1046,Nigeria,Male,18-30,Hotel (5 Star),Train (Haramain),10 days,24285,5
1047,India,Female,18-30,Apartment,Train (Haramain),14 days,23047,1
1048,Malaysia,Male,31-45,Camp (Mina),Group Transport,7 days,15207,5
1049,India,Male,31-45,Hotel (5 Star),Bus,14 days,10591,5
1050,India,Female,60+,Hotel (3 Star),Private Car,21 days,32757,3
1051,Pakistan,Female,18-30,Hotel (3 Star),Bus,21 days,21226,4
1052,Indonesia,Male,60+,Hotel (3 Star),Group Transport,10 days,34732,4
1053,Nigeria,Female,46-60,Hotel (5 Star),Bus,10 days,32206,1
1054,Bangladesh,Female,18-30,Hotel (3 Star),Group Transport,10 days,25256,4
1055,UAE,Female,18-30,Camp (Mina),Train (Haramain),7 days,38822,1
1056,Malaysia,Male,46-60,Hotel (3 Star),Private Car,10 days,14784,5
1057,Turkey,Male,46-60,Hotel (3 Star),Train (Haramain),7 days,24937,3
1058,Nigeria,Female,60+,Camp (Mina),Bus,21 days,16219,3
1059,Egypt,Female,60+,Hotel (3 Star),Train (Haramain),14 days,14399,5
1060,Bangladesh,Female,46-60,Camp (Mina),Private Car,21 days,38312,2
1061,Pakistan,Female,60+,Hotel (3 Star),Train (Haramain),21 days,32657,2
1062,Pakistan,Female,46-60,Camp (Mina),Private Car,21 days,25047,4
1063,Nigeria,Male,18-30,Hotel (3 Star),Private Car,10 days,15559,1
1064,UK,Female,18-30,Camp (Mina),Train (Haramain),10 days,25157,3
1065,India,Male,31-45,Hotel (5 Star),Group Transport,10 days,11618,4
1066,Egypt,Female,18-30,Camp (Mina),Bus,14 days,11780,5
1067,Pakistan,Male,46-60,Hotel (3 Star),Group Transport,10 days,32050,3
1068,Malaysia,Female,60+,Hotel (3 Star),Group Transport,7 days,13015,1
1069,Pakistan,Male,31-45,Apartment,Train (Haramain),21 days,8130,1
1070,Turkey,Female,60+,Camp (Mina),Bus,14 days,33083,2
1071,UAE,Male,46-60,Hotel (5 Star),Bus,14 days,21480,4
1072,Pakistan,Male,18-30,Camp (Mina),Group Transport,14 days,16528,5
1073,Turkey,Male,31-45,Camp (Mina),Train (Haramain),14 days,10914,3
1074,Nigeria,Male,46-60,Hotel (5 Star),Bus,14 days,16179,1
1075,Nigeria,Male,31-45,Camp (Mina),Group Transport,7 days,25472,3
1076,Bangladesh,Male,31-45,Hotel (5 Star),Bus,21 days,17076,5
1077,Pakistan,Female,18-30,Hotel (5 Star),Train (Haramain),14 days,29783,3
1078,Malaysia,Male,46-60,Camp (Mina),Train (Haramain),21 days,18824,4
1079,Pakistan,Female,60+,Camp (Mina),Train (Haramain),10 days,9299,2
1080,Malaysia,Female,31-45,Hotel (3 Star),Bus,14 days,13118,3
1081,Indonesia,Female,31-45,Hotel (3 Star),Private Car,14 days,15756,2
1082,Bangladesh,Female,60+,Apartment,Bus,21 days,12953,5
1083,Indonesia,Female,46-60,Apartment,Private Car,14 days,20185,2
1084,Pakistan,Male,31-45,Camp (Mina),Train (Haramain),14 days,19674,3
1085,Bangladesh,Male,31-45,Hotel (5 Star),Group Transport,14 days,38927,3
1086,Indonesia,Male,31-45,Apartment,Private Car,7 days,5386,1
1087,India,Female,46-60,Camp (Mina),Train (Haramain),7 days,31617,3
1088,Pakistan,Male,46-60,Apartment,Train (Haramain),14 days,12192,2
1089,Indonesia,Male,60+,Hotel (5 Star),Private Car,7 days,15745,1
1090,India,Male,46-60,Camp (Mina),Group Transport,10 days,35020,3
1091,India,Male,46-60,Hotel (5 Star),Train (Haramain),14 days,26159,3
1092,Nigeria,Male,18-30,Camp (Mina),Private Car,10 days,8409,5
1093,Pakistan,Female,60+,Apartment,Group Transport,21 days,30745,1
1094,India,Male,31-45,Hotel (3 Star),Group Transport,10 days,34455,5
1095,Nigeria,Female,46-60,Apartment,Train (Haramain),21 days,34166,5
1096,Indonesia,Female,31-45,Apartment,Bus,14 days,33072,5
1097,Turkey,Female,31-45,Hotel (3 Star),Bus,21 days,17109,4
1098,Pakistan,Female,18-30,Hotel (3 Star),Train (Haramain),21 days,7484,5
1099,Bangladesh,Female,46-60,Camp (Mina),Group Transport,10 days,39622,2
1100,Malaysia,Male,60+,Camp (Mina),Train (Haramain),10 days,7597,3
1101,Malaysia,Male,46-60,Hotel (5 Star),Private Car,10 days,8983,4
1102,Indonesia,Male,31-45,Hotel (5 Star),Bus,14 days,22040,5
1103,UK,Female,60+,Apartment,Private Car,14 days,35554,3
1104,UK,Male,46-60,Hotel (3 Star),Train (Haramain),10 days,32916,1
1105,Indonesia,Male,31-45,Hotel (5 Star),Train (Haramain),14 days,31372,1
1106,India,Female,31-45,Apartment,Group Transport,14 days,34048,3
1107,Pakistan,Female,18-30,Hotel (3 Star),Group Transport,21 days,24669,2
1108,Malaysia,Female,18-30,Camp (Mina),Group Transport,21 days,14777,3
1109,Malaysia,Female,18-30,Apartment,Private Car,10 days,25968,3
1110,India,Male,31-45,Camp (Mina),Group Transport,14 days,16292,4
1111,Malaysia,Female,46-60,Hotel (5 Star),Train (Haramain),21 days,18923,1
1112,Bangladesh,Female,18-30,Hotel (5 Star),Group Transport,7 days,32703,1
1113,Pakistan,Male,46-60,Hotel (3 Star),Bus,14 days,23657,5
1114,UAE,Male,18-30,Apartment,Group Transport,7 days,8629,3
1115,Malaysia,Female,60+,Camp (Mina),Private Car,10 days,7114,3
1116,Indonesia,Male,60+,Hotel (3 Star),Bus,14 days,39445,2
1117,Bangladesh,Female,18-30,Hotel (5 Star),Bus,10 days,30574,1
1118,Malaysia,Female,31-45,Hotel (5 Star),Bus,10 days,37349,2
1119,Bangladesh,Male,18-30,Apartment,Private Car,10 days,27257,4
1120,Nigeria,Male,18-30,Camp (Mina),Train (Haramain),10 days,22973,5
1121,UAE,Female,31-45,Apartment,Group Transport,10 days,30737,2
1122,Egypt,Female,60+,Camp (Mina),Bus,14 days,17047,1
1123,Indonesia,Female,46-60,Camp (Mina),Bus,7 days,27113,4
1124,Indonesia,Male,18-30,Apartment,Bus,14 days,5694,3
1125,Pakistan,Female,31-45,Hotel (3 Star),Train (Haramain),14 days,20588,4
